username,location,country,rating,rating_value,rating_service,rating_food,rating_atmosphere,review,title,date
Anonymous,null,null,5,null,null,null,null,"The best place we ate in Dubrovnik!! Loved it that much we even came back 4 times, breakfast, lunch and dinner twice! It was amazing. 

The staff were lovely, the service was second to none. They couldn’t have been nicer 

Also ps. Amazing view both day and evening time",,Oct 2025
Anonymous,null,null,3,null,null,null,null,"We loved the location. The food. The drinks. Would give it a 4 star but the waiter short-changed us and before my husband could say how much, he said here's 10 Euros. So it was obviously intentional. Just be aware.",,Oct 2025
lydzherbert,"Poynton, United Kingdom",United Kingdom,2,null,null,null,null,View was nice as was staff but let down by food and loud crude guests and we wish we’d left after drinks sadly. We were very excited and we left disappointed,,Oct 2025
Lat T,null,null,5,null,null,null,null,"Lovely views and a really nice atmosphere. Our waiter, Dragan, was very polite and friendly. I had the pizza, which was surprisingly good and great value for money—especially considering how overpriced some places around the Old Town can be for what they offer. The restaurant also has a nice, classy touch inside, making it feel extra special. They even serve wine for just €4, which you can’t beat, especially with such a beautiful view!
 5/5 for me overall",,Oct 2025
Sophie A,null,null,5,5.0,5.0,5.0,5.0,"Very good dinner, great quality Welcoming, perfect food and wine, we highly recommend this place overlooking the old town fortifications",,Oct 2025
Ara,null,null,3,null,null,null,null,"the service was good, the view was phenomenal. as for food it could have been better. the carpaccio was nice but my main was a disappointment. it was cold and stiff tasteless.",,Oct 2025
fran,"Hong Kong, China",China,5,null,null,null,null,"kosta and slagjana provided amazing service ,while quality of the food is in the Michelin two star level,definitely will back to here because of above reasons",,Oct 2025
Leila L,"London, United Kingdom",United Kingdom,5,null,null,null,null,"We had the most wonderful meal here, Kosta out waiter was so friendly and recommend some lovely suggestions from the menu, vibe was good, views glorious! Highly recommend!",,Oct 2025
kay,null,null,5,null,null,null,null,"Best place we found to eat in Dubrovnik, the food and service we had was excellent and at affordable prices. Would highly recommend. Also great views!",,Sep 2025
Angeles C,"Pontevedra, Spain",Spain,5,null,null,null,null,We were at this restaurant on Sunday. Good Food and Best Service. It is eaten on an indoor or outdoor terrace. As it rained we were in the covered part. All right.,,Oct 2025
Fran B,null,null,5,null,null,null,null,"We came here after looking around local restaurants. The food was incredible, the service was wonderful, we had the best views! Fabulous place and Dragan, our server, was great!! Highly recommend.",,Oct 2025
Lily Tait,"London, United Kingdom",United Kingdom,5,null,null,null,null,"Visited this restaurant for lunch and was so glad I booked ahead — it’s in a very busy area near the Pile Gate, and every table was taken when we arrived. The service was super quick and efficient, even with how busy it was.

I ordered the burrata pizza, which was absolutely delicious (and very filling!). The real highlight, though, is the incredible view — overlooking the sea with perfect views of Fort Bokar and the Lovrjenac Fortress.

A beautiful setting, great food, and friendly service — definitely worth a visit!",,Oct 2025
Stacey M,"Toronto, Ontario, Canada",Canada,5,null,null,null,null,Amazing restaurant. Our waiter Dragan was so polite and so lovely. The food was delicious and the atmosphere was great. It was a chilly evening but we got a heat lamp and a blanket. Really recommend this place!,,Oct 2025
Erin,"Letterkenny, Ireland",Ireland,5,null,null,null,null,"Great atmosphere,amazing food and fantastic service.The staff were so friendly and efficient.Highly recommend to anyone visiting Dubrovnik!",,Oct 2025
Aleksandar G,null,null,5,5.0,5.0,5.0,5.0,"Great atmosphere, great food and great price. The food was excellent and the waiter was very professional and kind. Great Place",,Oct 2025
Guisselle G,null,null,5,5.0,5.0,5.0,5.0,"Great location with fantastic views of the Old Town, food was flawless and the waitress offered great recommendations on pairing dishes with wines. Service was faultless as well, very friendly and attentive, refilling our wine glasses for us from the bottle we purchased within seconds of us finishing a glass. Even checked with us that we had a Dubrovnik pass to give us a 10% discount that we had no idea we were entitled to! Would gladly return again, not a cheap meal but definitely more than worth the price.",,Oct 2025
TL,null,null,3,null,null,null,null,"Restaurants in the old town are overpriced and food is average. We had an okay meal here nothing special. Service was decent and we thought we’d have a great view, but it was also a photo point for tourists so it was blocked most of the time. Avoid the hype and the main touristic areas for the really good food.",,Sep 2025
Lloyd024,"Nailsea, United Kingdom",United Kingdom,5,null,null,null,null,"Arrived without a booking, so we’re added to the waiting list. A table was offered quickly. We enjoyed the house wine with gratinated steak. Which was cooked perfectly. Probably the best meal we had over a 6 night stay. We attentive waiters even at a busy time.",,Sep 2025
carolinalopes424,"Belo Horizonte, MG",MG,5,null,null,null,null,"Wonderful food, excellent service. Nice Mood, excellent music. Beautiful people, fair price and well served",,Sep 2025
Marsha L,"Marietta, Georgia",USA,5,5.0,5.0,5.0,5.0,"Enjoyed our first meal in Dubrovnik....we had just completed a two hour walking tour of Old Town...and walked the wall...and were so ready for a light meal, glass of wine, and a beautiful view!! The pizza was delicious...I loved my seafood risotto!! We opted for the house white wine which was perfect with our meal. Definitely recommend!",,Sep 2025
Karen J,null,null,5,null,null,null,null,"A delicious dinner with Amazing service from Anna! We will definitely be back again!
Booking a table is a good idea however we were lucky to get a table after a 10 minute wait.",,Sep 2025
Enjoying Travelling,"Melbourne, Australia",Australia,5,null,null,null,null,"We had a seafood risotto and vegetable risotto along with their house wine, bread and cheesecake.
All of the meals were delicious and all are recommended. 
The service was good and the view was exceptional.
The prices were reasonable.",,Sep 2025
Alasdair R,null,null,5,null,null,null,null,"Despite a storm preventing us from sitting out on this restaurants beautiful terrace, we enjoyed a quality meal with a very decent/reasonably priced house red wine and friendly/efficient service. Highly recommend.",,Sep 2025
Admir S,null,null,5,null,null,null,null,Food was perfect and service was incredible. Atmosphere is unmatched. Overall an amazing experience. Would absolutely come back.,,Sep 2025
jack r,null,null,4,null,null,null,null,Steak was perfectly cooked and wait staff never missed a beat and we're always there when i wanted something. I would highly recommend it,,Sep 2025
giles,"Manchester, United Kingdom",United Kingdom,5,null,null,null,null,Great service and an excellent location. Waiting staff very attentive. Food very good and not at all expensive compared to the UK,,Sep 2025
Eve K,null,null,5,null,null,null,null,"Despite the crowd of tourists, our reserved table was waiting for us. We were served by Irina who was very professional, pleasant, smiling and efficient. We had a great time and had a nice dinner.",,Sep 2025
Valeriia,null,null,5,null,null,null,null,"The food was very nice.
The portions are good.
The service is amazing.
Definitely a place to visit for a nice lunch or dinner.",,Sep 2025
Andy M,null,null,5,null,null,null,null,"This place is near the Pile Gate, so a perfect spot for a lazy lunch or dinner with a view. We went here for both and the food was really great with a simple menu and plenty of choice. It gets busy on an evening, as people come to view the sunset. However the lovely staff managed to get us in, as it seems really popular with people booking well in advance. Luka was a great, friendly server who was very knowledgeable. 
Thank you for making us welcome.",,Sep 2025
Alex G,null,null,4,null,null,null,null,"Nice breakfast with a great view of the city walls and fort, the staff was super friendly!!! and the prices are for once fair in this city!!!",,Sep 2025
Stephen G,null,null,5,null,null,null,null,The food exceeded my expectations. I had the gravitated beef fillet. It was superb. Other family members also enjoyed their meals.,,Sep 2025
Trail35981314747,null,null,5,null,null,null,null,"Luka our server was amazing! 
He answered all of our questions, gave great suggestions and made the experience! The food was phenomenal! Highly recommended the grilled squid.",,Sep 2025
Mat,"Wroclaw, Poland",Poland,5,null,null,null,null,"Delicious food, beautiful view and very good service from our waiter Jasmin. Highly recommended. We will visit again for sure",,Sep 2025
Emily C,null,null,5,null,null,null,null,Our waiter was amazing and the food was delicious. Despite being busy our service was prompt. Would love to come back here again someday,,Sep 2025
Mary,"Pinehurst, North Carolina",USA,5,null,null,null,null,"This is the only restaurant in Dubrovnik in which we ate twice in 7 days. The setting (reserve if you want by the wall) is lovely, the staff very helpful and courteous, the food delicious.",,Sep 2025
Joyce L,null,null,5,null,null,null,null,"Absolutely recommended. Friendly waiter, especially Jasmine. Good food, good service, good environment. Love the view❤️",,Sep 2025
Chia W,null,null,5,null,null,null,null,Good service from Jasmine! Nice and friendly. Good view from the restaurant. We went to 3 branches from this restaurant in one day. Only serve breakfast before 1130am. But we like all kind of fish over here. Recommended.,,Sep 2025
Kai Li O,null,null,5,null,null,null,null,"We really have a great breakfast time in this restaurant. Friendly waiter especially Jasmin, nice atmosphere and great view. Truely recommended here.",,Sep 2025
Branko P,null,null,5,null,null,null,null,Ivan was so pleasant and kind to interact with! He made the best recommendations and suggestion the timing as to when I should order each based on the portion size! I will def be bringing my family here next year and hope we’re lucky enough to be served by Ivan. The atmosphere was exciting and full of energy and movement from the crowd. I was sat right next to the side walk and got to enjoy watching tourists taking pictures by the water.,,Sep 2025
Mark M,null,null,2,null,null,null,null,Beautiful setting. View at sunset sensational. Food was very mediocre. Seafood was not fresh and overcooked. Pork was overcooked and tough. Main dish was served before the first course. Drinks were OK. Go for the view but not the food. 2 stars for the view. 0 stars for the food,,Sep 2025
Catherine M,null,null,5,null,null,null,null,Had a sensational dinner sitting on the terrace ar Dubravka - but also come twice for breakfast and coffees. Delicious food and excellent service.,,Sep 2025
Kelly B,null,null,5,null,null,null,null,"Great service , fantastic location and delicious food. Highly recommend. 
Tip - get there early when they open as it gets very busy quickly",,Sep 2025
Liamllb,null,null,5,null,null,null,null,"We had booked 3 days in advance and requested a seat beside the sea view. The waitress could not guarantee this but we got off to a good start with an excellent table. We shared the swordfish carpaccio as a starter and it was excellent.
 My wife had octopus which was perfectly cooked.
Fork our last night in Croatia I tried the fish brodet .I was sorry I didn’t try it on my first night. It was one of the best meals I have had on the Dalmatian coast.
Well done to all concerned",,Sep 2025
Janine R,Australia,Australia,5,null,null,null,null,"This restaurant was recommended to us so we came here for lunch within hours of arriving in Dubrovnik. We enjoyed an amazing pizza and friendly service and were back a few hours later for dinner. We had chicken tagliatelle, seafood risotto and feta salad for dinner. All were wonderful. Highly recommend this place for a gorgeous view and reasonably priced, delicious meals.",,Sep 2025
Tony M,null,null,5,null,null,null,null,"Wonderful service! The food this evening and earlier today was wonderful(Americans).
Sifra is an outstanding waiter, prompt, professional, aware. 

We will come back, I highly recommend the location and server!",,Sep 2025
Chrysti M,null,null,5,null,null,null,null,Dragon provided excellent service and the food was wonderfully fresh and delicious. The local wine Dragon recommended was perfect with our Sea Bass.,,Sep 2025
きんどーちゃん,"Saitama Prefecture, Japan",Japan,5,null,null,null,null,"I used it on my honeymoon. Jasmine's service was gentle and we had a great time!
The recommended Dubrovnik dishes are also very good and it is a must-visit restaurant when you come to Dubrovnik.",,Sep 2025
Daniel F,null,null,5,null,null,null,null,Food and service was so good we came back the next day for dinner at sunset. Kiara was amazing and everything was perfect.,,Sep 2025
RoPiccoli,"Jersey City, New Jersey",USA,5,null,null,null,null,"During our stay in Dubrovnik, we had the pleasure of experiencing the Nautika Collection of restaurants, and we were truly impressed with all of them.

Dubravka 1836 Restaurant & Café quickly became our favorite. Since we were staying nearby, we visited often and couldn’t resist their beautifully delicious pizza. The combination of stunning views, welcoming staff, and wonderful food made it a place we returned to again and again.

Panorama Restaurant & Bar was a highlight one evening. We were lucky enough to be seated with a perfect view of the sunset — an unforgettable experience. The food and staff were, once again, outstanding, and the setting was absolutely breathtaking.

Gradska Kavana Arsenal Restaurant & Bar offered yet another gorgeous location with amazing views. The service and food were consistently excellent here as well.

We highly recommend visiting all three of these restaurants — each one offers something special, and together they showcase the best of dining in Dubrovnik. They truly do not disappoint.",,Sep 2025
Christina P,null,null,5,null,null,null,null,"Exceptional service, quality food and general all round good vibes. House wine excellent. Pizza gorgeous. Salads exceptional. Pudding delicious",,Sep 2025
Alaa A,null,null,5,null,null,null,null,"Great service and food !
Great views of ocean and walls 
Can’t go wrong
Number one reviewed restaurant in 
Dubrovnik

Our waiter Jasmin was great with his service and recommendations 

Would definitely visit again",,Sep 2025
OCNanSea,"Ocean City, Maryland",USA,5,null,null,null,null,"Nice dinner, great setting. I had the salmon, and my husband had the sea bass. Both were wonderful. And you can't beat the setting! Our waiter, Luca was fantastic. Attentive and discerning!",,Sep 2025
Natasha C,null,null,5,5.0,5.0,5.0,5.0,"Enjoyed a lovely lunch with stunning views by the water and city walls for my husband’s birthday. Our waiter Jasmin was fantastic, highly recommend for when you’re in Dubrovnik.",,Sep 2025
Jordan Thompson,"Sydney, Australia",Australia,5,null,null,null,null,"Came here after completing the city walls walk and for my birthday lunch - was recommended here by our airbnb host and they delivered! The food, drinks and location are all outstanding, along with incredible service from the wait staff. Will definitely be back",,Sep 2025
Marin K,null,null,5,null,null,null,null,"Amazing meal with beautiful view, everything we had was excellent and the staff was extremely nice and welcoming. Zeljka was very nice! Highly recommend!",,Sep 2025
Luka B,null,null,5,null,null,null,null,"We had pizzas and a couple of drinks,and everything was superb and waiter Zeljka was extremely kind! Recommend this place!",,Sep 2025
Anne H,"College Grove, Tennessee",USA,5,null,null,null,null,fantastic food and service -loved out server Kosta . He was amazing and very attentive - we had the vegi pizza and feta salad which i recommend !,,Sep 2025
MinneapolisJoe,"Minneapolis, Minnesota",USA,5,null,null,null,null,"10/10 location, view, service, and food. Fantastic staff, perfect environment, great cocktails. Easy walk from Old Town (right outside Pile entrance).",,Sep 2025
batulkadhimm,"Two Harbors, Minnesota",USA,5,null,null,null,null,Beautiful restaurant with an amazing view. Yes the food a bit on the higher end but so is the quality of food. In the US we are use to getting some side included with the main dish. Here not so. Just good to know. The service was really good despite being busy. Reserve ahead of time to avoid disappointment,,Sep 2025
Tomoko K,null,null,5,5.0,5.0,5.0,5.0,"I had great food and kind services in this restaurant. Zeljka especially is friendly and I am so happy for her service. The atmosphere in the restaurant is also wonderful, with stunning views of City Walls next to the table.",,Sep 2025
Ashley R,null,null,5,5.0,5.0,5.0,5.0,Such good food with a great view!!! Our waiter Jasmine was wonderful and provided great service. I will reccomend this place to all of my friends and will definitely be coming back for future trips! Thank you Jasmine!,,Sep 2025
Laurel N,null,null,5,null,null,null,null,"Thank you, jasmine for your great service. Our meal was delicious and the view is amazing. Great prices and food… We sat here for hours. Couldn’t recommend more!!!!",,Sep 2025
Christophe Durant,"Paris, France",France,4,4.0,4.0,4.0,4.0,"Very helpful staff and rather prompt Service.
We went there for dinner. The view is breathtaking especially as we sat on the edge.
We opted for an assortment of seafood, fish, a mocktail, a herbal potato gratin, two desserts (a pie with a scoop of ice cream and a split banana.
Quality: it was frankly good, well prepared, good fresh produce. 
Quantity: very satisfactory.
Value for money: correct. for two courses, two desserts, a mocktail, a herbal potato gratin, the rating is 93 euros. It's not given in absolute, but the stunning views as well as the quality and quantity cuisine seem to justify this price.
I recommend this restaurant!",,Jul 2025
Gordon W,St. Ives,St. Ives,5,null,null,null,null,"Chose this for 50th Wedding Anniversary meal and we were not disappointed. Lovely food, good service and lovely atmosphere overlooking the sea and city walls. An evening to remember.",,Sep 2025
Dani,null,null,3,null,null,null,null,Nice place restaurant & great view to the sea. Dinner - Foods was alright as no much flavour in. Good service. Nice waiter.,,Aug 2025
Linda D,null,null,5,null,null,null,null,Such a nice experience to be able to enjoy the delicious food by the water with amazing views. Must try if in Dubrovnik and close to old town,,Sep 2025
Nikki W,null,null,5,null,null,null,null,"Great customer service, excellent food and beautiful views. Jasmine took great care of us! Take your time to eat and enjoy!",,Sep 2025
Shannen B,null,null,5,null,null,null,null,"We had a beautiful evening at Dubravka with an exceptional view of the Fort this restaurant boasts a delicious menu the food was stunning and the staff were amazing especially Kosta he was so helpful, very polite and had a lovely presence",,Sep 2025
FoodKGB,"London, United Kingdom",United Kingdom,5,4.0,5.0,5.0,5.0,"Certainly one of the best restaurants in Dubrovnik.
We had a really excellent dinner. We tried to book but no reservations were available - however the helpful staff on the phone recommended that if we arrived early (7:30) they would find us a table - and they did!
It has a wonderful seafront location with views of the castle walls. A great place to enjoy a meal as the sun goes down.
The menu has something for everyone - the food was all excellent.
The waiting staff were charming and very good at their jobs - very attentive and helpful.
It was a nice touch that they brought complimentary glasses of slivovitz with dessert.
Not cheap, but good value",,Aug 2025
Megan T,null,null,5,null,null,null,null,"What an excellent last night in Dubrovnik!
Food was to die for, every single person at the table agreed it was the best meal we had all week. Prices are worth the quality, views (in daylight and night) are so special, dessert is a must (recommend the apple pie) 🥧 

The waitress was very attentive and made sure we were looked after and toped up with wine. Thank you all for an highly memorable night x",,Sep 2025
Simran D,null,null,5,null,null,null,null,Jasmin was extremely gracious host to us. We were here to celebrate my wife's birthday. They got us great seating and were very timely and efficient. Jasmin made the experience very memorable and gave us some great tips along with some great conversation. Would highly recommend!,,Sep 2025
jnlm28,Malaysia,Malaysia,5,null,null,null,null,"Gibi was our server and he was excellent! Friendly, welcoming and helpful! We ordered the fish stew which was amazing. The seafood risotto was perfectly al dente and you could taste the sea! So so good. I’d say the only let down was the sea bass fillet. No doubt food is pricey but overall 5/5 experience and would happily come back in future! Also you have to order their apple pie!",,Sep 2025
Melissa L,null,null,5,5.0,5.0,5.0,5.0,"Gibi was an excellent server. Stunning views, with GREAT food. 10/10 would recommend the seafood risotto and the apple pie. Toilets were also 5 stars.",,Sep 2025
Susan L,null,null,5,4.0,5.0,5.0,5.0,"Perfect setting plus terrific food ! Be sure to make a reservation because this restaurant is very busy. our server, Luka, took excellent care of us! The apple pie is NOT to be missed, you’ll thank me later🍎",,Aug 2025
barby,"Rivoli, Italy",Italy,5,null,null,null,null,"Wonderful...
Restaurant overlooking the sea.
Top staff.
They make you feel great for the duration of dinner.
We would stay again right away. 
Thank you.",,Aug 2025
convery73,"Troon, United Kingdom",United Kingdom,5,null,null,null,null,We were in Dubrovnik for 6 days and ate in this restaurant twice- and also visited for drinks on another occasion. We both enjoyed pizza and the service was first class. We plan to revisit Dubrovnik in future and will definitely be back,,Aug 2025
Wayne M,null,null,4,null,null,null,null,"Was heading to the old town to beat the crowds and this one had an 8am opening and looked a great view and start to the day. The 1A, B or C bus from the station drops you right outside before it turns back. 
Had a black American coffee with asparagus omelette. Spot on, not greasy. Very fresh. Waiter was great.

I booked, but wasn’t that busy at 8am. Midday it was rammed",,Aug 2025
Aurore T,null,null,5,4.0,5.0,5.0,5.0,"Nice location, good food, pizza for children if needed, very nice! 
Prices are as everywhere, a high pru, but quality is worth them.",,Jul 2025
Patricia G,null,null,5,null,null,null,null,Delicious !!!! Excellent Service!! They attended us very kindly. We ordered different pastas and entrees and all delicious.,,Aug 2025
Ana L,null,null,5,4.0,4.0,5.0,5.0,Beautiful view and great food and drinks! Lovely for all ages and I love how beautifully everything is arranged. Great for if you’re going to or coming from Fort Lovrijenac.,,Aug 2025
Sara F,"Province of Naples, Italy",Italy,5,null,null,null,null,"Ana is so kind and professional, everything was excelent and food was amazing and brilliant, landscape on the old city castle was wonderful!!!",,Aug 2025
Paula G,null,null,5,null,null,null,null,"Amazing place, unbeatable Service. Ana, our waitress, a 10. Great food, especially scalope. Everything perfect",,Aug 2025
OnMyWay,"Fort Myers, Florida",USA,5,null,null,null,null,"Very Beautiful restaurant. Very nice and very patient servers!! (Dealing with hungry travelers to their beautiful city.) 
The Margarita pizza was perfect and just what I needed. The water views are Amazing!

Duje, my server, was excellent and super friendly. Please go visit him if you are in the area!!",,Aug 2025
Peter Y,null,null,5,3.0,5.0,4.0,5.0,"Breakfast was lovely, my experience was v chill - with Anna attentive, warm and giving me excellent space to relax. The surroundings and view were wonderful",,Aug 2025
marija m,null,null,5,null,null,null,null,"Exceptional experience in Dubravka, the entire menu is worth exploring, delicious food, kind staff and amazing service, will be returning again for sure!",,Aug 2025
Jill200885,null,null,5,5.0,5.0,5.0,5.0,"If you're looking for a restaurant in Dubrovnik that delivers both beautiful scenery and a culinary experience to match, this place is a must-visit. Perched above the shimmering Adriatic, the view alone is worth the reservation.
But the real magic begins when the food arrives. The Dalmatian ham was a standout: delicately sliced, perfectly cured, and rich with flavor that speaks of tradition and care. The steak was equally impressive—succulent, expertly cooked, and seasoned to perfection. And the grilled squid was spectacular. Tender, it was easily one of the best seafood dishes I’ve had in Croatia.
Service was impeccable throughout the evening. Davor struck the perfect balance—attentive and warm without ever hovering. He seemed genuinely proud of the food he served.
Whether you're celebrating something special, (which they noted and provided the most perfect ending) or simply want to treat yourself to an unforgettable meal, this restaurant offers a slice of Dalmatian heaven. Highly recommended.",,Aug 2025
Sarah S,"Leura, Australia",Australia,5,null,null,null,null,"Davor the best waiter 
Service was great three things to write so make it short.
Davor’s suggestion for the wine matched out pallet perfectly! Beautiful experience all round!",,Aug 2025
Rodolfo J,null,null,5,null,null,null,null,Good food and good service....service was also very very excellent....The area or place is also wondeeful! Very recommendable place if you are hungry and thirsty,,Aug 2025
Michele S,null,null,5,null,null,null,null,"We had the seafood risotto, great. A pizza to be divided into four for reinforcement, more than adequate, a banana split, good. The house wine deserves. If you pass by and want to treat yourself to a little cuddle, stop here.",,Aug 2025
Daniel L,"Montreal, Canada",Canada,5,5.0,5.0,5.0,5.0,Jasmin was a great waiter. We highly love his food reccmendations. The food is delicious and services is amazing! We highly recommend a visit!,,Aug 2025
Diane O,null,null,5,5.0,5.0,5.0,5.0,The food was wonderful- light and tasty. Jasmin provided exceptional service. I have a gluten allergy and he even brought me a plate of GF bread. Very courteous and professional. You need to eat here.,,Aug 2025
Roaming 1974,"Cardiff, United Kingdom",United Kingdom,5,null,null,null,null,"My partner and I had an evening meal here in early July 2025.
The location is right next to the entrance to the walled old town with a great view over the sea.
The service was good and the food was excellent. We both had the beef gratin. 
Slightly pricey but this is expected in this type of location. 
I would highly recommend a visit.",,Jul 2025
Franco B,"Barcelona, Spain",Spain,5,4.0,5.0,5.0,5.0,"Beautifull terace with astonish view , food are well prepared and tasty , service was very good. Nice place to have dinner and relax after hot day .",,Jul 2025
Gail M,null,null,5,5.0,5.0,5.0,5.0,Absolutely the best service and food! Thank you to Jasmin! Fabulous care and attention to detail! It’s a must in Dubrovnik!,,Aug 2025
Amil W,null,null,5,4.0,5.0,5.0,5.0,Really good food and nice service. Pricy but place like this is never cheap. So if you are looking for a place to have romantic dinner. That's the place I think should be chosen.,,Aug 2025
Candy Y,null,null,5,5.0,5.0,5.0,5.0,"Jasmin, great server, very friendly and let us change tables. Excellent food, good shade and amazing view. We were also seated very quickly",,Aug 2025
Jelena Lorena,null,null,5,null,null,null,null,"We visited Dubravka 1836 in the late afternoon. It was the ideal time to take in the breathtaking views of the city walls while enjoying a wonderful meal. We were immediately impressed by the way the staff were attentive and friendly, making our meal even more enjoyable. Our stop at the restaurant served as a fantastic starting point before our leisurely stroll down Stradun and a beautiful sunset boat ride around Dubrovnik.",,Aug 2025
Thomas J,null,null,4,null,null,null,null,"A very good breakfast at a reasonable price!
The restaurant offers a simple but complete formula, with fresh and well presented products. The coffee is good, the pastries are crispy and the juice pleasant. Service is fast and smiling, making the experience even more enjoyable. Excellent value for money to start the day well, I highly recommend!",,Aug 2025
Frida H,"Buenos Aires, Argentina",Argentina,5,5.0,5.0,5.0,5.0,"Amazing view, amazing food and amazing staff! Would highly recommend :) the host Jasmin was so lovely, that we came here twice(which we never do as we love to try new places each day) so exceptional! Come early to get a table with sea views!",,Aug 2025
SDTraveler01,"San Diego, California",USA,4,null,null,null,null,"We walked by here several times, and finally stopped in for a late afternoon spritz under a tree. Stunning view overlooking the walls and sea. Aperol spritz was so refreshing. Just lovely.",,Aug 2025
Carrie B,British Virgin Islands,British Virgin Islands,5,5.0,5.0,5.0,5.0,Another fantastic meal with this restaurant group. Kosta was a wonderful server and the food was excellent. Highly recommend here and the other 2 sister restaurants.,,Aug 2025
Cali,"Ontario, Canada",Canada,5,5.0,5.0,5.0,5.0,"Beautiful experience. Food was fantastic, I had the salmon and my partner had the chicken breast. Service was fast. Drinks were good, little bit expensive but that’s Dubrovnik! The view was incredible. Cannot recommend enough, super nice!!!",,Aug 2025
Escape10702197715,null,null,5,null,null,null,null,Really good restaurant just outside the Walls of Old Town Dubrovnik. Staff was very conscientious and nice and the food was excellent. I had the tortellini with prosciutto and truffle and for about 20 euros I was shocked to how good it was and how much trouble they added to the dish. Would highly recommend . My wife and kids had some different pizzas which were both delicious as well.,,Aug 2025
D R,"Bari, Italy",Italy,5,5.0,5.0,5.0,5.0,"Beautiful service , elegant and formal. English breakfast really good for quality and price. I suggest you tò come over there you won't be disappointed",,Aug 2025
Emma H,null,null,5,null,null,null,null,Utility service. We ordered “Hot starters” as the main dish (the portions are large). I recommend “seefood risoto” and “tortilini with trufle and pruchutto”. Our waiter was absolutely super and gave very good recommendations! The apple pie was very good! Just a short walk through the old town and you're there. Ask for a table outside and enjoy the fine views at sunset.,,Aug 2025
Linda B,null,null,5,null,null,null,null,"Fantastic food. And even better service. The food came out quickly and was just amazing. Definitely recommend if in Dubrovnik. 
The sea perch was to die for.",,Aug 2025
소연kim,"Jeonju, South Korea",South Korea,5,5.0,5.0,5.0,5.0,"During the journey of 20 days, the best omelet, fantastic views and friendly and experienced servers made Jasmin a place to come back.
I can't! 👍👍👍👍",,Aug 2025
