username,location,country,rating,rating_value,rating_service,rating_food,rating_atmosphere,review,title,date
Anonymous,"Columbus, Ohio",USA,5,4.0,4.0,5.0,5.0,"Stopped in for lunch, lot of great options, food was good, views are amazing. Pricing reasonable considering the views.",,Oct 2025
Anonymous,null,null,5,5.0,5.0,5.0,5.0,Food is amazing - we had the cacio e Pepe to start which was incredible. My wife had the veal with risotto and I have the seafood rice dish. Great views and the waiter brought us a heat lamp and asked if we wanted to switch tables to move closer to the overlook. 10/10 would recommend,,Oct 2025
Anonymous,null,null,5,null,null,null,null,"From start to finish the service at the Panorama restaurant was amazing! Showed up without a reservation and was seated promptly. Also arrived around 5:20pm and our order was placed as a priority to ensure we could still get food from the lunch menu. Our waiter was friendly and welcoming, he couldn't do enough to ensure we had a lovely experience. We were at the perfect time to see the sunset as well. Came for the view, stayed for the food. Fab experience. Highly recommend",,Oct 2025
Anonymous,"New Plymouth, New Zealand",New Zealand,5,5.0,5.0,5.0,5.0,"Amazing food and amazing service 
The view is stunning and the restaurant provided heaters and blankets when the sun went down 
Sunset was stunning.",,Oct 2025
Anonymous,"Hackettstown, New Jersey",USA,5,5.0,5.0,5.0,5.0,"The view from the top was really great, overlooking the old town and the Dubrovnik town. The food was excellent. Our server, Vedran was really good. Everything was superb. The price is reasonable enough. We will definitely come back. Great experience.",,Oct 2025
Min-Min L,null,null,5,4.0,4.0,4.0,5.0,It is my first visit to Croatia and Panarama restaurant with friends. We all ordered different foods from the menu and they were all excellent. Waiter versrun was outstanding in his service. I will definitely come back again with my family,,Oct 2025
Freedom21131735689,null,null,5,5.0,5.0,4.0,5.0,The place and the food is very good. Our server Vedran is very nice and friendly. I will recommend this place to our friends and family.,,Oct 2025
RhidianSmith,null,null,5,null,null,null,null,"Excellent service from Vedran, we came up the day before and tried to book a table outside First Throw but there was no room - however, the staff took our booking inside and when we arrived gave us a table overlooking the city at sunset. A real experience which we would highly recommend.",,Oct 2025
angleko,null,null,5,null,null,null,null,Beautiful view and elegant atmosphere. The dishes were not only delicious but also artfully plated. A perfect spot for a relaxing and visually pleasing dining experience. Make sue to make a reservation of the front row table before you go to have the best view here.,,Oct 2025
Mike H,null,null,5,4.0,5.0,5.0,5.0,"Beautiful location what a view, excellent service and great food. Recommend the steak sandwich, the waiter actually suggested it… he wasn’t wrong. Go there and just live the experience. *****",,Oct 2025
Emma G,null,null,5,5.0,5.0,5.0,5.0,"Incredible place, incredible views and an even more incredible waiter. Service and food was next to none, would recommend again 100 times. Must visit.",,Oct 2025
Tony Vid,"Albertville, Minnesota",USA,5,null,null,null,null,"The service was chef’s kiss wonderful. Our server, Petra, was exceptionally kind and helpful. The cacio e pepe was unique and excellent. We very enthusiastically recommend Panorama to everyone who wants great food, fantastic service, and gorgeous views.",,Oct 2025
John B,"Livermore, California",USA,5,null,null,null,null,"This restaurant is a must experience, you need to make this a priority while in Dubrovnik. Our waitress Petra was fantastic!",,Oct 2025
James Goldman,"Riverside, California",USA,4,null,null,null,null,The only downside were the bugs but that’s outside the restaurant’s control. The service and drinks were great. Glad we celebrated our anniversary here.,,Oct 2025
Bea B,null,null,5,null,null,null,null,The view is amazing! Food and cocktails are pricey but really good. I feel like you get what you pay for here. Make sure to get reservations well in advance as the place books up really fast,,Oct 2025
Tracy S,null,null,5,null,null,null,null,"Fantastic place to visit. Staff very friendly 
 Views fantastic. Wine was lovely. Went with family and it was excellent. Recommend",,Oct 2025
Connector36054032656,null,null,5,5.0,5.0,5.0,5.0,"Amazing restaurant with stunning views. Service was outstanding, food and drinks also great!!! Would definitely recommend and would come again if we come back Dubrovnik",,Oct 2025
AutumnPearl,null,null,5,null,null,null,null,"What a place!
Amazing views, excellent food and service
Made to feel very special nothing was too much trouble.
Booked months in advance for a front row view",,Sep 2025
Melissa T,"Fairfield, Connecticut",USA,5,null,null,null,null,"Absolutely beautiful view and delicious food and drinks!! Petra, you were a star!! Loved a beautiful lunch here and this spot is highly, highly recommended to experience when in Dubrovnik!!",,Jul 2025
Cayman Mike,"Annapolis, Maryland",USA,5,null,null,null,null,We had booked a reservation 6 months ago and were guaranteed a first row outside seat overlooking iconic Dubrovnik. The weather did not cooperate and the evening of our reservation we had gale force winds. All people were forced inside which provided a great challenge the staff. We are easy-going and realized that they were trying to please as many people as they could under difficult circumstances. All reservations had to be accommodated inside a tiny space. We were originally seated in a space in the back of the restaurant right near the drafty door. We said that was fine as we new they were challenged. The mentioned that if a window seat became available we would be moved. The server immediately brought 2 complimentary glasses of champagne to our table. Just after that a table became available up front and we were moved. At the end of our meal we were provided with 10% discount. My point is that the staff functioned under a lot of stress and still provided great service and discounts not really necessary. That is the sign of professionally run restaurant. The food you ask??? It was superb. I had pasta and seafood as a starter and a huge piece of salmon. My wife had tempura and everything was wonderful.,,Oct 2025
Diana Tennis,"Orlando, Florida",USA,5,null,null,null,null,"Our tour guide, who was wonderful, kind of worried me about my choice for our group's lunch here. It is true that you can eat cheaper lots of other places. BUT, it was not true that few tables had a good view - they actually have it arranged very strategically so most tables have a good view. AND, I booked very far ahead and asked for ""front row"" and they made it happen even though i increased are large table by two at the last minute. The ""waiting area"" is very nice, with high tops and REALLY good cocktails. The food and view, and service, were amazing. Everyone loved it.",,Sep 2025
Ceri L,null,null,5,null,null,null,null,"We moved our reservation seamlessly through Anita and we had an amazing time. The staff were great, the food was delicious and the view was breathtaking. The best view for espresso martinis. Would definitely recommend.",,Sep 2025
Trek13637325021,null,null,5,null,null,null,null,"Amazing views, food and service was very good. Memorable experience and a special birthday dessert on the house for the birthday girl.",,Sep 2025
Andrea D,null,null,5,null,null,null,null,Absolutely amazing service by Vedran!!! I highly recommend his service to anyone joining for lunch!! 5 plus stars all around!!!,,Sep 2025
mozzy65edj,"Newcastle, Australia",Australia,5,null,null,null,null,"Excellent views, excellent food, lovely waiters 
Yes it’s pricey but a perfect memorable lunch in Dubrovnik 
Try and book front tables they are perfect",,Sep 2025
TRACY H,null,null,5,null,null,null,null,"5 out of 5! Easy to book online from the UK. The menu is lovely, something for everyone and if you like a cocktail, they looked amazing! The staff warmly greeted us and acknowledged my husband’s birthday (which I’d mentioned when booking). They then gifted him his desert and added a candle and ‘happy birthday’ sign. The service was prompt and friendly. Food was cooked to perfection and do I even need to mention the view! Wow! 
It clouded up a bit during our stay, so got a bit chilly, do consider a jacket if going later in the year. We walked up the mountain, which required a sturdy shoe and good fitness, but the toilets are clean and spacious to freshen up and change before your meal. 

Don’t miss this gem.",,Sep 2025
Marsha L,"Marietta, Georgia",USA,5,null,null,null,null,"Fabulous dinner, excellent service, GREAT views!! We enjoyed a second row table which provided a nice view of Old Town as well as a wonderful sunset!! One friend ordered the sea bass, delicious. One friend had the veal risotto...yummy. I had the Chef's Prawns....absolutely worth the effort to peel...wore their bib to protect my clothing :) We shared the grilled vegetables, also very good! The wait staff was attentive, courteous, never rushed us. We are SO happy we booked the restaurant.",,Sep 2025
Mar97,"Dubrovnik, Croatia",Croatia,5,null,null,null,null,"Panorama restaurant and its staff always meets high expectations
The view at Old Town and Elaphiti Islands are simply out of this world
Many thanks to Tomo and Ivan for making our dinner so amazing
Looking forward to see you again asap!",,Sep 2025
Hayden B,null,null,5,null,null,null,null,"Visited after taking the fast and convenient cable car up the mountain. The restaurant is located right next to the cable car station, with tables located right at the mountain edge or standing tables to have a beer at, as we chose to do. Fantastic panoramic views of Old Town and Dubrovnik city. Waiters were friendly and appreciative of efforts to speak some Croatian greetings. Definitely recommend going up as you won’t get these views anywhere else.",,Sep 2025
Steffanie N,null,null,5,null,null,null,null,"Servers were very lovely and attentive. Great setting to watch the sun set over Dubrovnik and some stunning food. A little pricey and if you want to sit outside, book ahead! The food was outstanding though and I was very happy to pay what I did. Not small posho servings there!",,Sep 2025
Charles K,null,null,5,null,null,null,null,"A beautiful restaurant in a beautiful setting. 
It was very busy and we had no reservation. The staff kindly allowed us to sit in the lobby area. When a table was available the food and service was excellent - the waiter was great, very friendly and with lovely sense of humour.",,Sep 2025
Chez,"Melbourne, Australia",Australia,5,null,null,null,null,"Wonderful late afternoon lunch and drinks, with a breathtaking view. I would recommend for the food, drinks, service amd view.",,Sep 2025
Ceri R,"Maidstone, United Kingdom",United Kingdom,5,null,null,null,null,Tried to book a table here but it was fully booked. Decided to visit anyway as we had used the cable car. Had the warmest reception from a lovely young lady who offered us a 2nd row table for 1 hr. It was perfect. Had great drinks with a superb view. Staff were great. We had already eaten elsewhere but the food around us looked and smelt great too.,,Sep 2025
Kathryn Mavar,"Seal Beach, California",USA,5,null,null,null,null,"What a lovely evening & meal. We reserved our table in March in order to get a prime seat at Sunset and we weren’t disappointed. The evening started with a ride on the funicular and a trip to the War Museum. We are of Croatian descent and wanted to educate ourselves before we left the country. After the Museum, we headed for the restaurant and spent the next 2+ hours embracing the Dalmatian way of enjoying the moment. Rib Eye and Sea Bass were ordered with Burrata for appetizer. The staff the best we’ve encountered on this trip, the food flavorful and nicely presented. 

We will return on the next trip. Thank you for a wonderful meal & evening.",,Sep 2025
Richard G,"Glaisdale, United Kingdom",United Kingdom,5,null,null,null,null,"Lovely restaurant situated at the top of Mount Sdr. We came here to celebrate our 5th anniversary. Food was delicious, atmosphere enjoyable and service was excellent",,Sep 2025
Alison D,null,null,3,null,null,null,null,Overpriced. The view is spectacular the service great but the food was marginal. Take an Uber to see the sunset but eat somewhere else,,Sep 2025
-_-AJS-2739-_-,London,London,5,null,null,null,null,"We turned up ad hoc, no reservations but with only a couple of minutes wait we had a perfect table with lovely views. Lovely cocktails, excellent food and very friendly service.",,Sep 2025
Neil B,null,null,5,null,null,null,null,"Superb recommend it to anyone A*
Great view brilliant staff and waiter service. Will come again. Please make sure you book to get the best experience",,Sep 2025
kcsmiles4307,"Kansas City, Missouri",USA,5,null,null,null,null,Great views and service. Food was tasty and the drinks were top notch. The location cannot be beat and the vibe of the space is relaxed.,,Sep 2025
MarkOAndrew,"Northampton, United Kingdom",United Kingdom,5,null,null,null,null,"Food was pretty nice, service was great….the view is the real reason to eat here….it is amazing. Would recommend coming for sunset. Be sure to book!!",,Sep 2025
Ruth M,null,null,5,null,null,null,null,"Perfect, entirely one of a kind setting. Service by Vedran made us feel like royalty. Delicious food and generous drinks. Don’t let people tell you it’s “overpriced,” or whatever naysaying; THIS is a reason to visit Dubrovnik in itself!",,Sep 2025
Christopher B,null,null,5,null,null,null,null,"Lovely spot, great service and superb food and drinks. Must do! Highly recommended and to make this review the required 100 characters……..",,Sep 2025
ozmum101,"Torrance, California",USA,5,null,null,null,null,"Beautiful location.. outstanding service, and food was exceptional..
Highly recommend 

Make a reservation and watch the sunset",,Sep 2025
Lisa M,null,null,5,null,null,null,null,"We had originally booked the evening but feared we would miss out on the views, what a breath taking restaurant with unbelievable staff and food, this is a must when in Dubrovnik, only tip is to book early for the front row, a very special experience",,Sep 2025
Niki M,"Castletown Bearhaven, Cork, Ireland",Ireland,5,5.0,5.0,5.0,5.0,Fabulous experience! Magnificent views perfect service and excellent food. Not to be missed!! Highlight of our trip to Dubrovnik,,Sep 2025
Tiago Rodrigues,"Amarante, Portugal",Portugal,5,null,null,null,null,"Fantastic restaurant with a wonderful view over the old town of Dubrovnik, and over the entire coast. When we thought that the view would be the best of this experience we were surrendered to the sympathy and attention of the entire team that welcomed us. The food was divine! A place to repeat",,Sep 2025
GazeSweetly,"Shrewsbury, United Kingdom",United Kingdom,5,null,null,null,null,"We were three couples on holiday from the UK and found this to be the most stunning setting for a special meal. Make sure you book in advance as it’s so popular. Beautiful views with delicious food, cocktails and attentive service. 100% recommend.",,Sep 2025
Mark C,"North Shields, United Kingdom",United Kingdom,5,null,null,null,null,"Fabulous food and excellent experience.
Staff are very friendly and service outstanding.
Views are to die for.Such a wonderful evening.",,Sep 2025
Meg E,null,null,5,null,null,null,null,Our sunset dining experience was truly amazing. The quality of the ambiance matched the quality of the food. Our server Ivo was excellent with his recommendations and service. Would definitely visit again!,,Sep 2025
Roblhem,"Mount Coolum, Australia",Australia,5,null,null,null,null,"Cannot fault this beautiful restaurant. The service, the food and their style was brilliant.
It helps also when the views are exceptional.",,Sep 2025
KEVIN E,"Northallerton, United Kingdom",United Kingdom,5,null,null,null,null,Just drove up for the view and found the restaurant. Outside was busy so went inside. Far better and cooler. Sat by the window. Great views. Great food and service. Not cheap but you are paying for the view as well of course.,,Sep 2025
mcgem1,null,null,5,4.0,5.0,5.0,5.0,"Absolutely brilliant experience.
I booked in advance as it was a big birthday celebration.
Booking was easy. We got a fabulous table on front row as requested. 
I worried the food wouldn’t match the location but it was exceptional, as was the wine and cocktails. 
Service was also brilliant.
They made a cake for us, followed my photos for inspiration, even put giant rocket candles on it, and I gave them a cake topper when I got there. All was seamless.
Beyond impressed!",,Sep 2025
R R,"Corona del Mar, California",USA,5,5.0,5.0,5.0,5.0,Marco was an excellent host and server. We enjoyed the relaxed atmosphere of the restaurant with a lovely view. Marco suggested their charcuterie plate which was perfect along with our wine and beer. Very relaxing in a very busy city.,,Sep 2025
Veronica,null,null,5,null,3.0,null,null,"I rated this as 5-stars ONLY for the patio view. The cocktails were also very nice, but that's where it stops and this becomes a 1 or 2 star review. It seems that if you are young, hip and beautiful, you are guaranteed the very best patio tables. After reading the negative reviews, we saw this was a typical thing with this restaurant, so we decided to only have drinks here. When we arrived, there were free tables with a great view. But they sat us beside a busy wait station with only a view of... water. When we asked to move, they gave some flimsy excuses as to why it wasn't possible. Right after we made the requests, they would plonk a Reserved sign at the tables we requested, and there the sign would sit until an approved type of guest arrived. How snooty and shameful.",,Sep 2025
Ana J,null,null,5,null,null,null,null,"An exceptional fine dining experience from start to finish. The atmosphere is elegant yet welcoming, and the attention to detail in every dish is remarkable. The service was outstanding—attentive, professional, and genuinely warm—making the entire evening truly memorable. Highly recommended for anyone seeking refined cuisine paired with exceptional service.",,Sep 2025
darcy,"Bristol, United Kingdom",United Kingdom,5,null,null,null,null,"Had a genuinely fabulous experience. The views were spectacular. We were sat on the front row which added to the entire experience. Wait staff were attentive without being overbearing & food and drink quality was perfect. I do think the value of food and drink matches the price, you get what you pay for and you of course pay for the view. Best place we have eaten in dubrovnik.",,Sep 2025
Beverley S,Belfast,Belfast,5,5.0,5.0,5.0,5.0,"Great food, fantastic views of the city and staff are pleasant definitely recommend it a place to try when visiting Dubrovnik",,Sep 2025
Natalie M,null,null,5,5.0,5.0,5.0,5.0,"Excellent experience!! I was lucky enough to have a table right on the edge, and the view was better than I could have ever imagined. My waiter, Vedran, was so friendly and warm and gave me perfect recommendations. This was the perfect way to end my 3 week trip around the Balkans.",,Aug 2025
David G,null,null,5,4.0,5.0,5.0,5.0,"I was expecting a touristy restaurant in a beautiful location with okay food. We were presently surprised to find really good food at a really nice restaurant!!! The earlier you plan your reservations, the better the table location- since I booked several months in advance, we had a perfect table at the edge of the mountain looking down at both the sunset as well as Old Town. Definitely recommended when visiting Dubrovnik.",,Aug 2025
H O,null,null,5,5.0,5.0,5.0,5.0,"Went at night time, views are insanely beautiful. Want to specifically thank Sinava, Vedran and Ivan for taking care of us and being stellar hosts and making my friends birthday special! Would recommend the lamb chops - cooked to perfection. They also offer blankets on chilly evenings so 10s all round from me",,Aug 2025
Stephanie W,null,null,5,5.0,5.0,5.0,5.0,Visited here for our 1 year wedding anniversary meal! It was absolutely stunning and the food & service was outstanding!,,Aug 2025
newmodelarmy1972,"Sutton, United Kingdom",United Kingdom,4,null,null,null,null,"It's a stunning setting and the food is pretty good. You oay a premium for the location but it's not outrageous.
Service a little slow which knocked it down from 5 stars but still a very, very good option",,Aug 2025
Jacquie M,null,null,5,5.0,5.0,5.0,5.0,Absolutely wonderful we were upgraded to rear one. The food was absolutely delicious and the scenery was amazing. I would highly recommend this place,,Aug 2025
Tom D,"Telford, United Kingdom",United Kingdom,5,null,null,null,null,"Amazing experience, insane views, wonderful ambience but most memorable was the service from Vedra - super attentive and when the wind threw my wine everywhere he was there to replace jt immediately. Definitely recommend.",,Aug 2025
Andrew B,"Warriewood, Australia",Australia,4,null,null,null,null,"My wife and I had sundowners at the Panorama bar located at the upper Cable car station in Dubrovnik recently. If you’re looking for a place to enjoy a few sundowners with a spectacular view of the Old Town, while watching the sun set, look no further - there are spectacular views from up here. We didn’t dine here as we were not able to get a booking, due to it being peak season, but did get a table in the open air bar section. Good selection of drinks, but with a price tag, given where it’s at. That said, highly recommended, as the views are breathtaking.",,Aug 2025
agentalbert007,"Rome, Italy",Italy,5,null,null,null,null,"Beautiful restaurant with stunning views over Dubrovnik. Food was tasty, service was friendly, and the atmosphere made it a really special evening. Definitely recommend it, especially at sunset! Definitely worth the wait my 3 months table booking reservation,",,Aug 2025
NinaA,null,null,4,null,null,null,null,"The view is very beautiful at night , the staff is friendly and attentive, the dishes are quality overall. Very good experience in Dubrovnik",,Aug 2025
Alli R,Georgia,USA,5,5.0,5.0,5.0,5.0,"Where to start.... this was quite the experience, truly. Upon arrival we were greeted by the friendliest host who quickly sat us at a premiere table with the most exquisite views. The views had our attention as our wonderful waiter patiently took our drink orders. We opted to try a fruity cocktail and a local beer, both of which were delicious. Our meal arrived shortly after placing the order and WOW, the food was phenomenal. Everything tasted fresh, flavorful and our table was silent as each of us soaked in the views while devouring the most delicious meal. Panorama is an experience for all the senses and an absolute must if you find yourself in the most beautiful country in the world.",,Jul 2025
L_a_Boss,null,null,5,null,null,null,null,"Service, food and scenery all excellent. Would recommend visiting. The cable car was not working for our visit. We caught an uber to and from the restaurant",,Aug 2025
Scott H,"Eden Prairie, Minnesota",USA,5,null,null,null,null,Perfect experience! Wonderful service! Petra was amazing!!! The view was fantastic and food was out of this world!!!!,,Aug 2025
Tiffy0815,"Hamburg, Germany",Germany,5,null,null,null,null,"I had two glasses of Croatian white wine, once Malvasia, once a local grape variety I didn't know. Both times a direct hit, great in fragrance and on the tongue. The view while drinking directly on Dubrovnik. Who cares that it was n Euro too expensive. This is Croatia.",,May 2025
Shuyang S,null,null,5,5.0,5.0,5.0,5.0,Really friendly waitress and really delicious meal! A wonderful evening! Love the linguini dish. My favorite. And my friend had teletina is also wonderful.,,Aug 2025
Jelena Lorena,null,null,5,5.0,5.0,5.0,5.0,"For an unforgettable lunch with an unparalleled view, Panorama is the place to be. We visited in the early afternoon, and the panoramic view from the top of Mount Srđ was absolutely spectacular. The delicious food and sophisticated setting were complemented by the excellence of the staff, whose warm and attentive service made the experience truly special.",,Aug 2025
Heather G,"Kitchener, Ontario, Canada",Canada,5,null,null,null,null,Great food and service! Would recommend the ribeye and lots of drinks to choose from. With a beautiful view!!!! ❤️❤️❤️❤️,,Aug 2025
Amanda,null,null,5,null,null,null,null,Food and atmosphere was amazing. Dragana was an excellent waitress who look after us. Thankyou for a lovely experience 😊😊😊😊😊😊 10/10,,Aug 2025
Leah,null,null,5,5.0,5.0,4.0,5.0,Lovely experience! Great view and wonderful service. Our waiter Martin was very kind. Food felt fresh and healthy - you’re definitely optimizing for vibes > food.,,Aug 2025
Cathy T,null,null,5,5.0,5.0,5.0,5.0,"Amazing resort!! Friendly staff, great food and activities! Definitely recommend this place if you’re looking for a family feel. 
Clean and spacious rooms. 
Thanks for the experience,
Katina",,Aug 2025
Louise K,null,null,5,null,null,null,null,"Truly a must-visit restaurant in Dubrovnik. The very best we’ve been to! The views are out of this world, the food and drinks are exquisite and the service is first-class from the friendliest staff. Amazing place. You must come!",,Aug 2025
lubbacat,UK,UK,5,null,null,null,null,I had booked several months ago for a front table at sunset and it did not disappoint. The view was unbelievable. The service was impeccable. Knowledgable and polite waiting staff. Just fabulous for our last night in Dubrovnik.,,Aug 2025
mms127,Pennsylvania,USA,5,5.0,5.0,5.0,5.0,"Amazing experience! Great staff, especially Toni, Vida, Lucija … honestly, the entire staff is incredible & very personable! I had the best birthday! 
Hvala ti što si to učinio/la tako posebnim!
Thank you to the wonderful manager for gifting me with a hat! 🫶😘🤗🥳💕",,Aug 2025
Oliver,"Alresford, United Kingdom",United Kingdom,5,5.0,5.0,5.0,5.0,"Probably the most spectacular location I've ever had the privilege to eat dinner. I will book another evening in a few days before I leave Dubrovnik. And it's not just the location. The decor/landscaping is elegantly stylish and the menu is top quality and imaginative too. By any international standard this is 5 stars, As good as anything you'll find in Monte Carlo or the Amalfi Coast.",,Aug 2025
Thierry R,null,null,5,4.0,5.0,5.0,5.0,"Enjoyed a lovely dinner in the indoor dining area. The food , service, and view were all excellent, and our server, Mirza, was exceptional.",,Aug 2025
Jasmine K,null,null,5,null,null,null,null,"Amazing view! Amazing food! Amazing service by everyone, especially Martin. We enjoyed wine and their lamb chops and grilled beef steak dishes. 10/10",,Aug 2025
Justin V,null,null,5,4.0,5.0,4.0,5.0,"The Service was very good super friendly and polite. And also the drinks and food were very good additionally you have an excellent view. The perfect place to end the day relaxed after a day in Dubrovnik.
The prices are therefore planned a little more accordingly.",,Aug 2025
Holly H,null,null,5,5.0,5.0,5.0,5.0,Amazing food and service. Highly recommend! Our waiter Martin was lovely and very attentive and made sure we had everything we needed 😊 the view over Dubrovnik was absolutely stunning!!,,Aug 2025
Karen Hardman,"Manchester, United Kingdom",United Kingdom,5,null,null,null,null,"We decided to go up to Panorama - mainly for the sunset views. We didn't use the cable car as it was a really hot night and didn't fancy being in a hot box with plenty of other people so we took a taxi - door to door (hotel door) for about the same price as the cable car - and it was air conditioned!
We got to the restaurant and was told that they didn't have any outside tables unless we wanted to wait for a couple of hours - no thanks - but offered us a table inside. 
Got taken to our table (first table), hubby went to take some pictures and I moved our table (second table - away from the plants), hubby came back and we were just having drinks waiting for our food and the lovely young lady came over to us and offered us a table by the window (third table) which we took and want disappointed. 
Food arrived - I had veal risotto, and the hubby had steak - all delicious 😋 

I had tried to book this restaurant prior to coming on holiday, but couldn't get in, so I was pleased we did the walk-in.
Would recommend, but he warned - it's not a cheap meal.",,Aug 2025
Miranda W,null,null,5,null,null,null,null,"Amazing restaurant with stunning views. 
My boyfriend and I visited when on a cruise, we had this restaurant booked well in advance and can honestly say it was the highlight of our trip. 
The staff are so polite and accommodating, really making you feel special. 
I thought the prices were reasonable and the customer service was excellent, there was a little wait and food and to say thank you we we were given our drinks for free. A lovely touch and we had no complaints as we didn’t mind waiting for the food with such stunning views! 
For everyone saying it is over priced I can strongly disagree, we paid more in other places whist on holiday!!",,Jul 2025
Rob P,"Glasgow, United Kingdom",United Kingdom,3,3.0,3.0,4.0,4.0,"Lovely setting, it's really hard not to love where the restaurant is given the spectacular views from pretty much every seat.

We went as a family of 5 and had to wait for a table, and once sat we had another wait for service which was surprising given there didn't seem to be a shortage of staff.

Staff were professional rather than welcoming or friendly, drinks good and food was okay but not great. Disappointing for me was the attitude I received when I asked for a naked burger (no bun) when they said it wasn't possible. 

Given a 3 rating due to the staff attitude really. Although the food wasn't as good as other restaurants in the town at the bottom of the hill, the views made up for it.",,Jul 2025
Catriona H,null,null,5,4.0,5.0,5.0,5.0,Overall wonderful experience. Staff are very attentive and friendly. Food was to a very high standard and wonderful views over old town especially at sunset. Highly recommend.,,Aug 2025
Frantic Traveller,winchester,winchester,5,null,null,null,null,"You are spoilt for choice for good spots to eat in Dubrovnik, so why Panorama restaurant? The answer is simple, for the breathtaking views and unique outlook over the old town. We booked in advance so managed to get a table in the first line, which meant for our own little space literally inches from the edge, and an unhindered and spectacular view. The menu is pretty vast, both a full choice of main meals and “lighter” options for lunch. Service was great. A lovely way to spend a couple of hours.",,Aug 2025
Aryn L,null,null,5,null,null,null,null,Martin was an amazing server. He was very attentive and helpful. Would recommend the view and experience to anyone visiting Dubrovnik!,,Aug 2025
Rana A,null,null,5,null,null,null,null,"I had a great experience at Panorama Bar, and a big part of that was thanks to Mohamed El Badry. Mohamed was professional, friendly, and genuinely welcoming. His attention to detail and positive energy made the whole visit even more enjoyable.",,Aug 2025
